"He who for his own benefit recites even a little of the (canonical) literature but lives in accordance with its principles, abandoning craving, hatred, and delusion, possessed of right knowledge, with mind well freed, clinging to nothing in this or any other world, he is enriched by the asketic life.",0.25
"Mindfulness is the Way to the Immortal,4 unmindfulness the way to death. Those who are mindful do not die, (whereas) the unmindful are like the dead.",0.25
Knowing the distinction of mindfulness the spiritually mature (panditas) rejoice in mindfulness and take delight in the sphere of the Noble Ones (ariyas),0.25
"Absorbed in superconscious states (jhanas), recollected, and ever exerting themselves, those wise ones (dhiras) realize Nirvana, the unsurpassed security",0.25
"Whoever is energetic, recollected, pure in conduct, considerate, selfrestrained, of righteous life, and mindful, the glory of such a one waxes exceedingly",0.25
"By means of energy, mindfulness, self-restraint, and control, let the man of understanding (medhavi) make (for himself) an island that no flood can overwhelm",0.25
Out of their evil understanding the spiritually immature (balas) abandon themselves to unmindfulness. The man of understanding guards mindfulness as his chief treasure.,0.25
"Do not abandon yourselves to unmindfulness; have no intimacy with sensuous delights. The mindful person, absorbed in superconscious states, gains ample bliss.",0.75
"As a dweller in the mountains looks down on those who live in the valley, so the spiritually mature person, the hero free from sorrow, having driven out unmindfulness by means of mindfulness, ascends to the Palace of Wisdom and looks down at the sorrowful, spiritually immature multitude (below).",0.75
"Mindful among the unmindful, wide awake among the sleeping, the man of good understanding forges ahead like a swift horse outdistancing a feeble hack.",0.75
The almsman who delights in mindfulness (and) who regards unmindfulness with fear is not liable to regression. He is in the presence of Nirvana.,0.75
"As a fletcher straightens the arrow, so the man of understanding makes straight the trembling unsteady mind, which is difficult to guard (and) difficult to restrain.",0.66
"As a fish threshes from side to side when taken from one abode to another and cast on dry land, so the mind throbs and vibrates (with the strain) as it abandons the domain of Mara.",0.66
"(The mind) is frivolous and difficult to control, alighting on whatever it pleases. It is good to tame the mind. A tamed mind brings happiness.",0.66
"The mind is extremely subtle and difficult to grasp, alighting on whatever it pleases. Let the man of understanding keep watch over the mind. A guarded mind brings happiness",0.768928571
"Far-ranging and lone-faring is the mind, incorporeal and abiding in the cave (of the heart). Those who bring it under control are freed from the bonds of Mara.",0.508993507
"His wisdom does not attain to perfection whose mind is unsettled, who is ignorant of the Real Truth (saddhamma), and whose faith wavers.",0.499937065
"There is no fear for someone who is awake, whose mind is uncontaminated by craving, (and) unperplexed, (and) who has given up vice and virtue.",0.490880623
"Perceiving the body to be (fragile) like a clay pot, (and) fortifying the mind as though it were a city, with the sword of wisdom make war on Mara. Free from attachment, keep watch over what has been won.",0.481824181
"Before long, this body, devoid of consciousness, will lie rejected on the ground like a useless faggot.",0.47276774
"Whatever foe may do to foe, or hater to hater, greater is the harm done (to oneself) by a wrongly directed mind.",0.463711298
"Neither mother nor father, nor any other relative, can do one as much good as a perfectly directed mind.",0.454654856
"One should pay no heed to the faults of others, what they have done and not done. Rather should one consider the things that one has oneself done and not done.",0.445598414
"Like a beautiful flower, brightly coloured but without scent, even so useless is the well-uttered speech of one who does not act accordingly.",0.436541973
